"","some_txt","emotion","polarity"
"5682","all domestic flightstrains in india should be cancelled immedaitely till th april amp make india free from covid its major cause of spreading covid why should airways alone left government should stop flights immedaitely as usa chinaamp other countries has also done so","unknown","neutral"
"5683","have issued instructions for both travellers and airlines in current covid situation while passengers are willing to abide will airlines like indigoairlines airasiasupport walk th","joy","positive"
"5684","‡‡á‡‡‡‡‡ç‡‡ ‡‡‡‡‡ ‡‡‡ó‡‡‡Ç‡ ‡Ü‡ú ‡ï‡ã‡‡ã‡‡ ‡‡‡‡‡‡Ç‡‡á ‡‡‡‡‡ ‡Ü‡‡ñ‡Ä ‡ ‡ú‡ ‡Ü‡‡‡‡á ‡‡ç‡‡‡‡Ç‡‡ ‡‡á‡‡‡‡‡Ä ‡‡ ‡‡Å‡ó‡ç‡‡‡Ç‡ö‡Ä ‡‡Ç‡ñ‡ç‡‡ ‡Ü‡‡ ‡‡‡ ‡ù‡‡‡Ä ‡Ü‡‡á ‡Ö‡‡Ä ‡‡‡‡‡‡Ä ‡Ü‡ú ‡ï‡á‡Ç‡‡ç‡‡Ä‡ ‡Ü‡‡ã‡ó‡ç‡ ‡‡Ç‡‡ç‡‡‡‡‡‡‡á ‡‡‡‡Ä covidindia","unknown","positive"
"5685","covid update how does the test for coronavirus work in india is it successful","unknown","positive"
"5686","we the people of mizoram living in the north eastern part of india are really in need of covid test kits till now we do not have even one test kit please send us the test kits mizoram state india","joy","positive"
"5687","the medical equipment industry is dominated by chinaindia etc pres trump actually started this if you kind of think of it putting embargos on goods from overseasopinion that was a stupid movenow covid is here","joy","positive"
"5688","a must read for allcovid covidindia covidoutbreak","unknown","positive"
"5689","alifazal amp richachadhas marriage gets postponed due to coronavirusoutbreakcoronavirusindia corona coronavirusupdate covidindia covid","unknown","positive"
"5690","‡ï‡ö‡‡ö‡‡‡‡‡Ç‡ ‡‡‡ú‡ç‡‡ ‡‡ç‡‡‡Å‡ñ ‡‡á‡‡‡‡‡ó‡‡‡ç‡‡ ‡‡‡‡ç‡‡ú‡‡‡ï‡‡‡ó‡Ü ‡‡ç‡‡‡á‡ ‡‡‡‡á‡ ‡‡‡‡‡‡ó‡‡‡Ü ‡‡Ç‡‡ç‡‡‡‡ ‡ï‡Ç‡ ‡á‡Ç‡‡‡‡‡Ç‡ ‡‡Ç‡‡ç ‡Ü‡ó‡‡‡Ü amaravati coronavirus mantralaya coronavirus italy covidindia coronavirusindia covidindia covidindia coronavirusupdate","unknown","positive"
"5691","ironically northeastern states in india are the only ones free from covid this is pathetic those who say this must be jailed foryears without bail","sadness","negative"
"5692","how countries are handling the corona virus coronavirus covid coronamemes parody india comedy","unknown","negative"
"5693","coronavirusindia corona covidindia","unknown","positive"
"5694","why vietnam has been the world‚Äôs numbercountry in dealing with coronavirus while other countries have dithered vietnam‚Äôs response to covid has been swift sharp and effective","unknown","neutral"
"5695","screening details of international pax ontotal intl pax arrivedtotal intl pax screened total suspected cases of covidnil aai ensures your safe travel through vizag airport","unknown","neutral"
"5696","imagine situation when all doctors have to be isolated scary spend more on hospitals than tempampmasjid because viruses like covid does not care about religion caste cash they just need ‚Äòhuman‚Äô coronaalert learnfromcrisis","joy","negative"
"5697","could covid cause sub prime crisis in india","unknown","negative"
"5698","‡Ü‡ú ‡‡Å‡Ç‡‡à‡ ‡‡ã‡ ‡‡‡‡‡ ‡ï‡ã‡‡‡ ‡‡ ‡Ü‡ú‡‡‡‡‡á ‡ó‡ç‡‡‡ç‡ ‡Ü‡‡‡‡ç‡‡ ‡‡‡‡à‡ï‡Ä ‡è‡ï ‡á‡Ç‡ó‡ç‡‡Ç‡‡‡Ç‡ ‡‡ ‡‡Å‡‡‡Ä ‡‡Å‡‡à‡‡Ç‡ ‡‡‡‡‡‡ ‡Ü‡‡á‡‡Ä ‡Ü‡‡á covidindia","unknown","positive"
"5699","‡Ö‡‡à‡‡‡Å‡ï‡ç‡ï‡Å‡‡ç ‡‡‡Å‡‡ç‡‡Å‡‡‡ç ‡ï‡‡ˇ‡à‡ï‡ç‡ï‡ˇ‡ç‡ˇ‡Å‡‡çtamilnadu coronavirusindia indiafightscorona corona covidindia ‡‡‡‡‡ç‡‡‡ˇ‡Å ‡Ö‡‡ö‡Å ‡á‡‡‡à‡‡Å‡‡ç ‡‡‡‡‡ç‡‡Å ‡Ü‡‡ã‡ö‡‡à ‡ï‡á‡ˇ‡ç‡ï‡‡‡‡á‡‡‡‡à‡‡Å‡‡ç ‡Ö‡‡ˇ‡ç‡ö‡‡‡‡ç‡‡ˇ‡Å‡‡ç‡ ‡‡á‡‡ç‡ˇ‡‡‡á","unknown","positive"
"5700","have issued instructions for both travellers and airlines in current covid situation while passengers are willing to abide will airlines like indigoairlines airasiasupport walk th","joy","positive"
"5701","victim of cow urine who covidindia","fear","negative"
"5702","‡‡‡‡ç‡ï ‡‡‡á‡Ç ‡‡ç‡‡‡ç‡‡ç‡ ‡‡‡á‡ coronaviruschallenge covidindia","unknown","positive"
"5703","live india has so far reportedconfirmed cases of covid includingdeaths stay with eastmojo as we give you the latest updates from the country particularly northeast indiaeaststory northeastindia","joy","positive"
"5704","its my humble req to the gov of india that we should take some hard deci reg covid as the symptoms of these virus will be seen afterdays so the citizens who need to confirm whether they are infected or not for these gov should check them alsomanormancom","joy","negative"
"5705","one symptom of covidwhich everyone is hiding isthe patient develops this tendency to runaway and likes to take tours all across indiabasically he becomes an asshol‚Ç immediately after infection coronavirus covidau india indiafightscorona","unknown","negative"
"5706","indianews covid coronavirus covid coronaviruswho covidoutbreak covidindia coronaviruses mumbai bombay swachhbharat swachhbharatmission india maharashtra coronavirus ‡‡‡‡ç‡‡ú‡‡‡ï ‡†‡‡ï‡‡‡Ä ‡‡Å‡Ç‡ï‡‡ç‡‡‡ ‡‡‡‡ ‡‡Å‡‡‡á ‡‡Ç‡","unknown","positive"
"5707","it is commendable on how government of india is taking all necessary steps to face the challenge and threat posed by covidhowever despite of the sectionimposed on city some of the private sector in mumbai are running full","anger","negative"
"5708","kerala intensifies fight against covidandjointly addressing local self government heads on managing covidindia","unknown","negative"
"5709","‡‡à‡Ç ‡‡á‡ ‡ï‡á ‡‡Ç‡‡ç‡ï‡É‡‡ ‡è‡‡Ç ‡‡‡ç‡‡ˇ‡ ‡‡Ç‡‡ç‡‡Ä ‡‡ç‡‡Ä‡ú‡Ä ‡ï‡ ‡‡ç‡‡‡ ‡‡á ‡Ü‡‡‡ ‡ï‡‡‡ ‡‡Ç‡Å ‡ï‡ ‡â‡‡ç‡‡ã‡Ç‡‡á ‡‡á‡‡á ‡ˇ‡ç‡‡Ä‡ˇ ‡î‡ ‡‡Ç‡‡‡‡ ‡‡‡‡ç‡‡ ‡ï‡á ‡‡Å‡‡Ç‡ ‡‡‡ kangrafort ‡ï‡ã ‡‡‡‡ç‡‡á‡ ‡‡‡è ‡‡à ‡ï‡ ‡‡‡‡Å ‡‡ç‡‡‡‡‡‡ç‡ ‡‡Å‡‡‡‡Ä ‡ú‡à‡ ‡‡Ç‡‡ç‡‡ ‡ï‡Ä ‡‡‡‡‡‡ ‡‡Ç‡ú‡ ‡‡á‡‡Å ‡ú‡à‡ ‡‡‡‡ú ‡ï‡á ‡‡Å‡ú‡‡‡Ä ‡ï‡ã ‡‡‡Ä ‡‡ã‡ï‡ ‡ú‡‡è covidindia","unknown","positive"
"5710","india must test for covid coronavirusmuchmuch more as the successful south korea authorities said ‚Äúyou cannot fight what you cannot see‚Äù and who says we must do things ‚Äútest test test‚Äù india must exponentially increase its testing before it‚Äôs too late coronavirusindia","unknown","neutral"
"5711","can you publish pollution level decreased in delhi and bangalore india like wuhan china after covid crisis","joy","neutral"
"5712","‚Äúwith thousands of it employees working from home cab drivers are finding it hard to meet their daily expenses fromtrips a day ridership has now fallen totrips a day‚Äùchennai covid covidindia covidindia","unknown","negative"
"5713","st covid case in chattisgarh total across india coronavirusindia","unknown","negative"
"5714","first positive case in raipur chhattisgarhcovidindia covidindia","unknown","positive"
"5715","coronavirus preventionsfromcoronavirus preventiontipsfromcoronavirus novelcoronavirus who coronavirussymptoms covidindia covidindia covid","unknown","positive"
"5716","this was very thoughtful of you to cope the isolation thanks covidindia covidindia covid keralafightscorona","unknown","neutral"
"5717","just watched this movie contagionresembling the recent covid outbreak coronavirus coronavirusindia covidindia coronastevensodenberg covidindia","unknown","neutral"
"5718","fear mongering forgetting the logic covid has not originated in indian shores india is checking and screening almost everyone who is coming to indian shores inshore checkup and precautions have been increased did you cite samw doomdsday for india earlier as well","fear","positive"
"5719","total number of active covidcases across indiatotal number of dischargedcured covidcases across indiatotal number of migrated covid patienttotal number of deaths due to covidacross india","unknown","neutral"
"5720","dear pm sir nextdays will be crucial for india to combat with covidindia should have complete lockdown tillmarch considering our population we should not think of economy it can be regainedbut health of our country should","unknown","positive"
"5721","coronavirusoutbreakindia ‡ï‡Å‡õ ‡‡ç‡‡‡‡ç‡‡Ä ‡‡‡ç‡ ‡‡Å‡‡Ä‡‡ ‡‡á‡Ç ‡‡Ä ‡‡‡‡‡ ‡â‡†‡‡‡á ‡ï‡Ä ‡ï‡ã‡‡‡ ‡ï‡‡‡á ‡‡à‡Ç ‡á‡‡‡‡è ‡á‡ ‡‡Ç‡ö‡‡ ‡ï‡ã ‡ó‡ú‡ ‡‡á ‡‡‡‡á‡Ç coronavirusindia covidindia covidindia coronavirusupdate covid coronainmaharashtra covidbangalore","unknown","positive"
"5722","i am from mizoram india our stateprovince do not have even one test kit could you please send us the covid test kits as well there are aboutmillion people living right now in mizoram india thanksjohn lalhruaitluanga mizora","joy","positive"
"5723","district collector of pune requests it companies to allow work from home facilityitcompany punenews covidindia","unknown","positive"
"5724","indiafightscorona why domestic flight r leftits major cause of spreading covid all domestic flights amp trains in india should be cancelled immedaitely till th april amp make india free from covid why should airways alone left government needs to think on same immedaitely","unknown","negative"
"5725","covid as it spreads from person to person why to wait for bad time it‚Äôs time to take strict actionlockdown city‚Äôs trains amp tell people to stay at home otherwise it gonna me more worst in coming times‚Äùprevention is be","sadness","negative"
"5726","the coronavirus is really showing what companies care about their employees and what companies care about profit only covidindia covidindia covid","joy","positive"
"5727","‡‡‡ç‡‡ ‡‡‡‡ç‡‡Å‡ï‡ç‡ï ‡‡á‡‡‡‡‡‡ç ‡ö‡‡ ‡‡‡ç‡‡‡ï‡ç‡ï‡‡‡‡‡‡ç covidindia","unknown","positive"
"5728","commendable action by all concerned in limiting covidlooking forward to ‚Äòzero‚Äô cases shortly","joy","neutral"
"5729","please wake up n suspend public transportation immediately more u delay and give relaxationthe more covidcases shall rise in mumbai n maharashtra","joy","neutral"
"5730","it is grim situation regarding the threat covidas my chsl examination is scheduled tomorrow althoughhas issued advisory is to postpone various exams but ssc is not taking notice many students r leaving paper due to fear of corona","fear","negative"
"5731","how india fares vis a vis other countries in terms of number of covid cases using racing bars in even time","unknown","positive"
"5732","sorry to share herejust think how much pain this dog must have had look at chinese basterds on how they are eating dogs covid coronavirusupdate coronavirusoutbreak wuhanvirus who whuanvirus chinaliedpeopledied chinesevirus xijinping india world","sadness","negative"
"5733","can you share the official communication pune punenews coronavirusindia covidindia","unknown","positive"
"5734","we must test covid muchmuch more as the successful south korean said ‚Äúyou cannot fight what you cannot see‚Äù we must do three things ‚Äútest test test‚Äù india must exponentially increase its","unknown","neutral"
"5735","covid india‚Äôs hyderabad authorities start doortodoor screening","unknown","positive"
"5736","i just published ordering food online follow these stepsensure complete safety from corona viruscovidcorona covid coronavirus dontpanic coronainindai staysage usa china india italy","unknown","positive"
"5737","‚Ä will india ever develop whenwants freebies while hardlypay taxesmax are leaving india ‚Ä isnt covid given a strong wakeup call to govt to think on gt providing equal opportunity gt stop flight of youths gt nurturing deserved amp rethink brutal reservation","unknown","neutral"
"5738","‡Ü‡‡‡Ä‡è‡‡à ‡Ü‡‡ ‡Ü‡‡è‡‡‡Ä ‡‡ã‡‡ç‡‡‡ö‡ç‡‡ ‡‡‡Ä‡ï‡ç‡‡‡Ç‡‡‡‡Ä ‡ï‡ã‡‡ã‡‡‡ö‡ ‡‡ˇ‡ï‡‡Ü‡‡‡Ä‡è‡‡à ‡Ü‡‡ ‡Ü‡‡è‡‡‡Ä ‡‡ã‡‡ç‡‡‡ö‡ç‡‡ ‡‡‡Ä‡ï‡ç‡‡‡‡Ä ‡‡Å‡‡á ‡‡ï‡‡‡ç‡‡ icse isc covidindia","unknown","positive"
"5739","hygiene is important and the only way we can keep ourselves safe from contracting this diseasedrsajalhalder instahealth orangetreehealth orangetree thursdaymotivation coronavirusinindia coronavirusupdate covidindia coronaalert coronaviruspandemic coronavirus","unknown","neutral"
"5740","so how can we test for covid in india coronavirusindia","unknown","positive"
"5741","eight indonesian citizens test positive for covid in india jakpost","unknown","positive"
"5742","surely this can be done for ssc exams as well dont want to expose our teachers and students telangana covidindia","unknown","positive"
"5743","coronavirus in india fresh cases in maharashtra take total covid cases toindia news","unknown","neutral"
"5744","novel coronavirus cases in india rise tocovidindia coronavirusindia read more thesouthindianpostcompostnovelcoronaviruscasesinindiariseto","unknown","positive"
"5745","why still the mnc‚Äôs are open and aren‚Äôt they asked to shut it down address the fact that gathering of people at any place be it a mnc or a movie theatre is not acceptable virus can not be controlled by money coronainmaharashtra coronavirusindia covidindia covidindia","unknown","neutral"
